zone,hour,orders_per_hour,active_riders,congestion_index,avg_delivery_time,platform_status,order_drop_percentage,oversupply_ratio,peak_hour_flag,activity_disruption_probability
Indiranagar,7,46.800000000000004,54,0.4707147424103762,38.418249718418366,1,0.21999999999999997,1.1297071129707112,0,0.27378851944251664
Whitefield,7,18.0,25,0.43874644573518096,17.83683803101473,1,0.7,1.3157894736842106,0,0.5530742728225373
Electronic City,7,40.5,16,0.8973775898305469,39.135483782219836,1,0.32499999999999996,0.3855421686746988,0,0.29631081620063654
HSR Layout,7,21.6,51,0.8178454402325377,19.717677708534485,1,0.6399999999999999,2.2566371681415927,0,0.6878627145080619
Koramangala,7,31.5,17,0.7994270043146647,25.11270317805475,1,0.475,0.5230769230769231,0,0.36398358680952625
Indiranagar,8,46.800000000000004,38,0.7956499141372588,38.39087485552369,1,0.21999999999999997,0.7949790794979079,0,0.35703065500476544
Whitefield,8,48.6,39,0.664451238375639,15.126539596155467,1,0.18999999999999995,0.7862903225806451,0,0.3390488144966505
Electronic City,8,33.300000000000004,16,0.6843266383848853,31.299031487565014,1,0.44499999999999995,0.466472303206997,0,0.4127130728548957
HSR Layout,8,46.800000000000004,28,0.42777978871148736,33.662285127950604,1,0.21999999999999997,0.5857740585774058,0,0.1856455995256769
Koramangala,8,24.3,21,0.7046579469764904,22.701519796309732,1,0.595,0.8300395256916996,0,0.5095635646828208
Indiranagar,9,36.9,36,0.3707927503653585,39.325263868811135,1,0.385,0.949868073878628,0,0.4796189836152037
Whitefield,9,24.3,41,0.5040760558573001,23.751960192366894,1,0.595,1.6205533596837944,0,0.5718329968444588
Electronic City,9,46.800000000000004,19,0.3611296877690887,27.47983449711881,1,0.21999999999999997,0.39748953974895396,0,0.2629515110564506
HSR Layout,9,20.7,49,0.7379878100144162,16.090094293860844,1,0.655,2.2580645161290325,0,0.6299404390245362
Koramangala,9,22.5,49,0.7234031417281896,38.82679617559883,1,0.625,2.0851063829787235,0,0.6092194288495909
Indiranagar,10,43.2,45,0.8745339839624771,36.325236386684,1,0.2799999999999999,1.0180995475113122,0,0.3434087398483512
Whitefield,10,37.800000000000004,47,0.4218454036093944,19.237318667152312,1,0.3699999999999999,1.211340206185567,0,0.2760717366697162
Electronic City,10,12.716543634492583,45,0.7909491985084178,38.2504208702708,1,0.7880576060917903,3.280709863878524,0,0.8179638786446318
HSR Layout,10,37.800000000000004,16,0.37791455434881716,22.382264710473468,1,0.3699999999999999,0.41237113402061853,0,0.22243712853612402
Koramangala,10,40.5,31,0.794068856447272,18.41553328605072,1,0.32499999999999996,0.7469879518072289,0,0.3898014691978268
Indiranagar,11,40.5,49,0.37934486051612065,30.287842771642012,1,0.32499999999999996,1.180722891566265,0,0.40945876359471095
Whitefield,11,23.400000000000002,50,0.7588066252767425,31.24909826944413,1,0.61,2.0491803278688523,0,0.6447264405524129
Electronic City,11,27.900000000000002,37,0.2193317403115933,29.471622387688967,1,0.5349999999999999,1.2802768166089964,0,0.4238756453450249
HSR Layout,11,0.0,37,0.6704182947066395,23.2038166868683,0,1.0,37.0,0,1.0
Koramangala,11,22.5,29,0.45213344898788405,18.17651281629712,1,0.625,1.2340425531914894,0,0.481558937633767
Indiranagar,12,72.8,22,0.7389954871690276,20.395525687421078,1,0.0,0.2981029810298103,1,0.13612268093376623
Whitefield,12,71.39999999999999,44,0.5784445851270745,30.935747537455164,1,0.0,0.6077348066298344,1,0.17715641372366653
Electronic City,12,49.0,27,0.8786758069799112,32.8648776044988,1,0.18333333333333335,0.54,1,0.29787543763792595
HSR Layout,12,53.199999999999996,42,0.7208298500993808,21.271513183666528,1,0.1133333333333334,0.7749077490774908,1,0.23543075148867754
Koramangala,12,62.99999999999999,37,0.49982013245807544,32.21249751913416,1,0.0,0.5781250000000001,1,0.07069967583374383
Indiranagar,13,28.02854683724295,54,0.8542297981377969,30.956764846083757,1,0.5328575527126176,1.8602377963584198,1,0.5484952215062341
Whitefield,13,33.599999999999994,36,0.7110275215932729,16.19290319229122,1,0.44000000000000006,1.0404624277456649,1,0.3677320482335665
Electronic City,13,57.4,43,0.2812508483548414,16.15006605054382,1,0.043333333333333335,0.7363013698630138,1,0.14855713877107463
HSR Layout,13,68.6,19,0.5319216803611276,17.445854016275035,1,0.0,0.27298850574712646,1,0.0
Koramangala,13,0.0,44,0.6548415778499344,16.201473104925842,0,1.0,44.0,1,1.0
Indiranagar,14,21.6,50,0.23171280684043116,24.36531536566178,1,0.6399999999999999,2.2123893805309733,0,0.5216337881943429
Whitefield,14,18.0,19,0.6787746385786988,30.396279109747844,1,0.7,1.0,0,0.6514881074715893
Electronic City,14,31.5,16,0.21855791737913527,29.64438953183658,1,0.475,0.49230769230769234,0,0.3041630917640305
HSR Layout,14,48.6,47,0.5207770233440616,28.640419732898373,1,0.18999999999999995,0.9475806451612903,0,0.3017269921583055
Koramangala,14,50.4,26,0.470271846460542,39.029764095597855,1,0.16000000000000003,0.5058365758754864,0,0.1838857789791143
Indiranagar,15,24.3,43,0.7914127176786181,15.581798393395646,1,0.595,1.699604743083004,0,0.57804618519026
Whitefield,15,23.31017213742014,21,0.2827153793351594,32.41842913410377,1,0.6114971310429977,0.8638359235505018,0,0.4218038073960462
Electronic City,15,36.0,50,0.32420768064580596,33.76536879102146,1,0.4,1.3513513513513513,0,0.38651985544356005
HSR Layout,15,48.6,49,0.48883237383799855,24.30045214481958,1,0.18999999999999995,0.9879032258064516,0,0.23213160717574333
Koramangala,15,45.9,51,0.3670178018532381,31.996119497506147,1,0.235,1.0874200426439233,0,0.32786876314498004
Indiranagar,16,37.800000000000004,39,0.3667653066827856,24.443222154407373,1,0.3699999999999999,1.0051546391752577,0,0.30731729088542076
Whitefield,16,39.6,36,0.4083446221565176,17.499622179046582,1,0.33999999999999997,0.8866995073891625,0,0.4712598063514474
Electronic City,16,49.5,26,0.8709790478182389,36.17857860238975,1,0.17500000000000004,0.5148514851485149,0,0.31545219447932055
HSR Layout,16,45.0,33,0.5451179604402634,17.08211027988149,1,0.25,0.717391304347826,0,0.2750799384040206
Koramangala,16,7.8584767597570035,49,0.6217086481307832,28.842576308645018,1,0.8690253873373832,5.531425021353685,0,1.0
Indiranagar,17,27.900000000000002,23,0.7330574422022305,30.455451582906527,1,0.5349999999999999,0.7958477508650519,0,0.47391127910174324
Whitefield,17,51.300000000000004,21,0.4982640325328588,20.56441043927576,1,0.1449999999999999,0.40152963671128106,0,0.24267370787231393
Electronic City,17,8.966001715675857,19,0.5593283180846751,20.830701810613196,1,0.8505666380720691,1.9064817107260041,0,0.6418089676774996
HSR Layout,17,18.0,36,0.7689596970802517,38.68121443459647,1,0.7,1.894736842105263,0,0.5907644651955337
Koramangala,17,52.2,41,0.37410690810120156,23.256313225477463,1,0.13,0.7706766917293233,0,0.18687208167875824
Indiranagar,18,19.8,27,0.483641460746992,29.286825630125264,1,0.6699999999999999,1.2980769230769231,0,0.5489985924507096
Whitefield,18,52.2,15,0.6767275989678363,20.93766178231175,1,0.13,0.2819548872180451,0,0.2557587331103212
Electronic City,18,39.6,47,0.35651708696361684,39.08056348601528,1,0.33999999999999997,1.1576354679802956,0,0.33197766381493554
HSR Layout,18,50.4,50,0.5876979990809246,39.23256339047747,1,0.16000000000000003,0.9727626459143969,0,0.2712327736814744
Koramangala,18,33.300000000000004,28,0.4061457627876009,39.895784375734266,1,0.44499999999999995,0.8163265306122448,0,0.3046445468738086
Indiranagar,19,58.8,25,0.39667423271456126,38.76028710191397,1,0.020000000000000018,0.4180602006688963,1,0.1994646944611952
Whitefield,19,37.8,52,0.518959726949999,30.50331494503842,1,0.37,1.3402061855670104,1,0.3399897020782119
Electronic City,19,62.99999999999999,22,0.447346559618237,29.5914027962718,1,0.0,0.34375000000000006,1,0.08814551298477964
HSR Layout,19,65.8,51,0.8820763653663166,39.65526861199007,1,0.0,0.7634730538922156,1,0.25712582635313924
Koramangala,19,72.8,34,0.6219473174163089,21.773941062878247,1,0.0,0.46070460704607047,1,0.25659005603122864
Indiranagar,20,44.8,49,0.7757760700462182,38.7449978322981,1,0.2533333333333334,1.069868995633188,1,0.3954091144718159
Whitefield,20,29.4,24,0.8529099383478091,36.65159723751021,1,0.51,0.7894736842105263,1,0.5397043926252538
Electronic City,20,20.011683390708278,47,0.7443215986146579,27.009252046658865,1,0.6664719434881954,2.236850761837778,1,0.70379981427313
HSR Layout,20,61.599999999999994,36,0.78041495449456,29.22703672914369,1,0.0,0.5750798722044729,1,0.17011700893294887
Koramangala,20,72.8,48,0.22577530734519397,18.34630297001583,1,0.0,0.6504065040650406,1,0.11647844937483456
Indiranagar,21,33.599999999999994,52,0.8392160265803499,29.628738308136796,1,0.44000000000000006,1.5028901734104048,1,0.5866605334257419
Whitefield,21,78.39999999999999,24,0.794753173474188,21.18370254357994,1,0.0,0.3022670025188917,1,0.13075853010228222
Electronic City,21,44.8,18,0.36004996385242394,31.792517110146417,1,0.2533333333333334,0.39301310043668125,1,0.21164211022247692
HSR Layout,21,71.39999999999999,48,0.4507139026229883,17.838939804990726,1,0.0,0.6629834254143647,1,0.1575080836132837
Koramangala,21,30.799999999999997,26,0.7714700146491436,39.199344135995574,1,0.4866666666666667,0.8176100628930818,1,0.5437981208940975
Indiranagar,22,44.1,44,0.754272487628743,29.748897428440902,1,0.265,0.975609756097561,0,0.2209659100496599
Whitefield,22,50.4,35,0.6475529498819697,35.12611668798405,1,0.16000000000000003,0.6809338521400778,0,0.22550081346352985
Electronic City,22,52.2,52,0.6320845984681044,39.511568127309445,1,0.13,0.9774436090225563,0,0.3468994769399989
HSR Layout,22,14.205557097333843,41,0.2637014637359312,33.15992581625571,1,0.7632407150444359,2.6963826275848177,0,0.6845968363453583
Koramangala,22,46.800000000000004,38,0.8373298948822911,22.44898628854876,1,0.21999999999999997,0.7949790794979079,0,0.4280095974476336
Indiranagar,23,43.2,18,0.5215427655623207,36.05228537546774,1,0.2799999999999999,0.4072398190045249,0,0.2756253207426991
Whitefield,23,32.4,34,0.5213950293667828,39.50081438213692,1,0.4600000000000001,1.0179640718562875,0,0.29273724019272007
Electronic City,23,27.0,37,0.2896320872704407,18.797567337807358,1,0.55,1.3214285714285714,0,0.41108946309749633
HSR Layout,23,31.5,22,0.326047090644509,32.41253665567697,1,0.475,0.676923076923077,0,0.3852254356340492
Koramangala,23,41.4,43,0.8811772444890731,30.048384888524005,1,0.31000000000000005,1.0141509433962264,0,0.38848209041880427
Indiranagar,0,34.2,35,0.3182545441505152,21.964758475798966,1,0.42999999999999994,0.9943181818181818,0,0.33465923931722363
Whitefield,0,40.5,48,0.29012387880975077,23.252487832753886,1,0.32499999999999996,1.1566265060240963,0,0.2488982018096561
Electronic City,0,41.4,23,0.26460341036012225,27.028634851407332,1,0.31000000000000005,0.5424528301886793,0,0.24375035950472373
HSR Layout,0,15.525542959522783,40,0.8078107749249108,17.112925192017048,1,0.7412409506746203,2.4204953566714824,0,0.7955015737579795
Koramangala,0,14.057019621477043,36,0.365281573182183,33.99888522343964,1,0.7657163396420493,2.390911409097873,0,0.6042253196948317
Indiranagar,1,23.400000000000002,17,0.8266447863810396,27.791936052891653,1,0.61,0.6967213114754097,0,0.5042607868992299
Whitefield,1,33.300000000000004,52,0.5728320865185161,21.06176259086824,1,0.44499999999999995,1.5160349854227404,0,0.4033351288247164
Electronic City,1,26.1,53,0.4254554159082248,20.286200174913617,1,0.565,1.955719557195572,0,0.4312050274680589
HSR Layout,1,40.5,39,0.8233690965179263,29.839811338851217,1,0.32499999999999996,0.9397590361445783,0,0.4420036221429542
Koramangala,1,33.300000000000004,50,0.5759745792729835,29.671027950521978,1,0.44499999999999995,1.4577259475218658,0,0.4696037912148517
Indiranagar,2,24.3,54,0.5021616823607755,18.189507569889095,1,0.595,2.1343873517786562,0,0.5022670364511386
Whitefield,2,40.5,48,0.37104720882525816,27.456192446223504,1,0.32499999999999996,1.1566265060240963,0,0.2477049973855095
Electronic City,2,22.5,51,0.8535842766319122,15.18835907835187,1,0.625,2.1702127659574466,0,0.6019633987418259
HSR Layout,2,7.286650026780427,44,0.3305969168359141,22.127379217346178,1,0.8785558328869929,5.309745175408972,0,0.8410061707061343
Koramangala,2,25.2,17,0.5671579726991782,25.259920674741537,1,0.5800000000000001,0.648854961832061,0,0.44801550480833124
Indiranagar,3,20.7,29,0.771950449664496,21.447570676123497,1,0.655,1.336405529953917,0,0.5562617758042674
Whitefield,3,51.300000000000004,16,0.5897340251097508,29.290317236747498,1,0.1449999999999999,0.3059273422562141,0,0.25534135722938545
Electronic City,3,22.5,40,0.42657546548297054,25.635910965410417,1,0.625,1.702127659574468,0,0.4703223189414088
HSR Layout,3,46.800000000000004,34,0.36968681269055614,17.87092061848009,1,0.21999999999999997,0.7112970711297071,0,0.15599759180708722
Koramangala,3,50.4,25,0.852410039579854,23.016054803987856,1,0.16000000000000003,0.48638132295719844,0,0.3229006005580024
Indiranagar,4,19.8,47,0.45846133705692727,26.35669930547749,1,0.6699999999999999,2.2596153846153846,0,0.6813439573048148
Whitefield,4,18.900000000000002,27,0.6792000835158833,17.19670278106642,1,0.6849999999999999,1.3567839195979898,0,0.6563549497205892
Electronic City,4,22.250231970878396,23,0.7321595019227805,29.890968515196107,1,0.62916280048536,0.9892374419665224,0,0.4234794546830836
HSR Layout,4,21.6,28,0.8530566469699683,39.773236911434765,1,0.6399999999999999,1.238938053097345,0,0.510224713700391
Koramangala,4,47.7,26,0.46546000947466026,38.16123558974278,1,0.20499999999999996,0.5338809034907597,0,0.2587972490294397
Indiranagar,5,0.0,28,0.7596759916436608,35.628316917319935,0,1.0,28.0,0,1.0
Whitefield,5,50.4,19,0.36498422224549987,30.84396409300443,1,0.16000000000000003,0.36964980544747084,0,0.16209877704150444
Electronic City,5,39.6,32,0.7716196076301038,25.97837271425546,1,0.33999999999999997,0.7881773399014778,0,0.40341106107872726
HSR Layout,5,29.7,46,0.5238758499687245,22.534446854103553,1,0.505,1.498371335504886,0,0.45781036691196303
Koramangala,5,18.337407990034183,31,0.829702201292198,24.597280534330284,1,0.6943765334994303,1.6031104073501632,0,0.6958242798927943
Indiranagar,6,53.1,54,0.6369665971397944,17.9224510177091,1,0.11499999999999999,0.9981515711645101,0,0.2705823360310302
Whitefield,6,12.695250042203643,29,0.8150403807614068,27.38559066009914,1,0.788412499296606,2.1175224921511355,0,0.7227007422384976
Electronic City,6,41.4,50,0.8983848311466902,33.81007800097056,1,0.31000000000000005,1.179245283018868,0,0.46595129537659674
HSR Layout,6,46.800000000000004,18,0.5989227794099216,34.06146714351726,1,0.21999999999999997,0.37656903765690375,0,0.2862039614770885
Koramangala,6,26.1,47,0.2720412215209015,28.41203378711487,1,0.565,1.7343173431734316,0,0.41421337977475625
Indiranagar,7,30.6,43,0.5779024459789857,27.158937049890195,1,0.49,1.360759493670886,0,0.3396513836267705
Whitefield,7,20.7,26,0.7403173864187715,15.305076807951114,1,0.655,1.19815668202765,0,0.6091817956161794
Electronic City,7,23.187674320203588,41,0.44198719545274356,19.539942920035642,1,0.6135387613299402,1.695078222785286,0,0.6057122605669526
HSR Layout,7,51.300000000000004,20,0.4805959917345479,26.550145091103317,1,0.1449999999999999,0.3824091778202677,0,0.20226317192220342
Koramangala,7,39.6,47,0.21267712867458838,36.803097723603784,1,0.33999999999999997,1.1576354679802956,0,0.4241836272365365
Indiranagar,8,27.900000000000002,50,0.8431253655825226,34.75211592810217,1,0.5349999999999999,1.7301038062283736,0,0.5234180000369365
Whitefield,8,25.2,43,0.27297287623626665,36.01099079951057,1,0.5800000000000001,1.6412213740458015,0,0.5174554814924082
Electronic City,8,27.0,37,0.2859675472920137,20.89765086487703,1,0.55,1.3214285714285714,0,0.39469000164610846
HSR Layout,8,37.800000000000004,15,0.8089274534434898,27.970951428151803,1,0.3699999999999999,0.38659793814432986,0,0.3390450837806792
Koramangala,8,53.1,29,0.4793018927090912,16.369040970550785,1,0.11499999999999999,0.5360443622920518,0,0.24583056542641862
Indiranagar,9,40.5,49,0.4787180855136603,28.434890073448074,1,0.32499999999999996,1.180722891566265,0,0.31124716132927094
Whitefield,9,27.0,52,0.44244219605617285,23.673830047405694,1,0.55,1.8571428571428572,0,0.473961109008633
Electronic City,9,38.7,39,0.5488574409176359,25.473136237613698,1,0.355,0.9823677581863979,0,0.43483654429686336
HSR Layout,9,38.7,47,0.4536757293816432,29.514708756951087,1,0.355,1.1838790931989924,0,0.29828212844897517
Koramangala,9,35.1,34,0.4902368866089166,17.133741701966095,1,0.4149999999999999,0.9418282548476454,0,0.38911653065815993
Indiranagar,10,53.1,21,0.6167695121240306,16.676911934710688,1,0.11499999999999999,0.38817005545286504,0,0.1683242217841542
Whitefield,10,34.2,46,0.5277622799089655,30.624399676276305,1,0.42999999999999994,1.3068181818181817,0,0.441667994570647
Electronic City,10,43.2,44,0.7855953693046329,29.68634010585186,1,0.2799999999999999,0.9954751131221719,0,0.41807495527926575
HSR Layout,10,18.900000000000002,42,0.5367615638713101,27.425298720531224,1,0.6849999999999999,2.1105527638190953,0,0.5414506957305395
Koramangala,10,20.7,15,0.4340539679173375,16.887584095097232,1,0.655,0.6912442396313364,0,0.39773157840252243
Indiranagar,11,34.2,48,0.48611391976866747,15.634658891508622,1,0.42999999999999994,1.3636363636363635,0,0.4504408835077895
Whitefield,11,42.300000000000004,46,0.7011805601931782,31.473098547753786,1,0.29499999999999993,1.0623556581986142,0,0.3975993534240152
Electronic City,11,24.3,51,0.3249812634380335,31.31865269629687,1,0.595,2.015810276679842,0,0.44427785385006535
HSR Layout,11,24.3,48,0.7637204771505335,39.71821954888607,1,0.595,1.8972332015810276,0,0.6410871281990864
Koramangala,11,31.5,18,0.8610868079040914,18.527046219442838,1,0.475,0.5538461538461539,0,0.4531374370938905
Indiranagar,12,46.199999999999996,45,0.4267930427747597,17.173125373758733,1,0.2300000000000001,0.9533898305084747,1,0.3364654162026602
Whitefield,12,56.0,33,0.28594382276389596,36.91110189688234,1,0.06666666666666665,0.5789473684210527,1,0.1739303565143501
Electronic City,12,67.19999999999999,32,0.8248701977538824,35.436089043461024,1,0.0,0.4692082111436951,1,0.14199966226529498
HSR Layout,12,29.4,17,0.6132064597603655,21.701591020571907,1,0.51,0.5592105263157895,1,0.35792689869231326
Koramangala,12,33.599999999999994,51,0.4865881565338683,28.801179521299506,1,0.44000000000000006,1.4739884393063587,1,0.33047653043643715
Indiranagar,13,57.4,38,0.2799665481442778,29.144415499164012,1,0.043333333333333335,0.6506849315068494,1,0.10247094217314758
Whitefield,13,58.8,46,0.4976494531284634,15.561732708002936,1,0.020000000000000018,0.7692307692307693,1,0.18802254317285977
Electronic City,13,61.599999999999994,53,0.35261617524586053,31.126354194233237,1,0.0,0.8466453674121407,1,0.0555685960340192
HSR Layout,13,32.199999999999996,40,0.5679831276118801,19.291982146207587,1,0.4633333333333334,1.2048192771084338,1,0.34101858264926255
Koramangala,13,18.24108962902032,51,0.655994271846305,35.74354509268004,1,0.695981839516328,2.650577539178415,1,0.692865326515285
Indiranagar,14,0.0,35,0.3845786618442315,21.662459834272056,0,1.0,35.0,0,1.0
Whitefield,14,23.400000000000002,24,0.8400883621474717,25.469263122301825,1,0.61,0.983606557377049,0,0.5667070030957169
Electronic City,14,42.300000000000004,16,0.3163983581292556,33.45084041065926,1,0.29499999999999993,0.36951501154734406,0,0.23616092747865033
HSR Layout,14,0.0,43,0.4725069298293836,22.217343419267497,0,1.0,43.0,0,1.0
Koramangala,14,49.5,53,0.6272832669055703,38.732669926444146,1,0.17500000000000004,1.0495049504950495,0,0.31765901057320073
Indiranagar,15,36.9,19,0.5386284593526889,21.747780559804873,1,0.385,0.5013192612137204,0,0.31683612583763165
Whitefield,15,35.1,33,0.6165545514901783,16.28564533710626,1,0.4149999999999999,0.9141274238227146,0,0.5142424225300349
Electronic City,15,47.7,23,0.7396385426220753,17.664956328344296,1,0.20499999999999996,0.4722792607802874,0,0.27473131860320654
HSR Layout,15,25.2,54,0.7097321293425223,27.38728290515496,1,0.5800000000000001,2.0610687022900764,0,0.5433537981699558
Koramangala,15,52.2,49,0.7733716223719398,34.985396974224486,1,0.13,0.9210526315789473,0,0.38055113833914667
Indiranagar,16,44.1,52,0.6131614668083609,24.02434742350067,1,0.265,1.1529933481152992,0,0.2719976779144102
Whitefield,16,31.5,38,0.7308746897619769,30.973734633356546,1,0.475,1.1692307692307693,0,0.446048574437859
Electronic City,16,32.4,37,0.706872330491197,30.93078949473717,1,0.4600000000000001,1.1077844311377245,0,0.508432093978379
HSR Layout,16,14.343990443297104,46,0.693902620760982,38.13120793539164,1,0.760933492611715,2.997916361456985,0,0.7824590907973702
Koramangala,16,36.0,36,0.8408418083116294,15.848649464644971,1,0.4,0.972972972972973,0,0.3751966157229938
Indiranagar,17,24.3,37,0.7567392865713682,33.62661370300551,1,0.595,1.4624505928853755,0,0.5936263827213668
Whitefield,17,52.2,49,0.4233703312702789,35.72288685376694,1,0.13,0.9210526315789473,0,0.22473449106601723
Electronic City,17,48.6,48,0.8194988495662967,28.256628315872504,1,0.18999999999999995,0.9677419354838709,0,0.30693116676832977
HSR Layout,17,40.5,37,0.24574943855925968,22.88225844576526,1,0.32499999999999996,0.891566265060241,0,0.34204597068455866
Koramangala,17,39.6,27,0.6381239635059064,37.14944370590467,1,0.33999999999999997,0.6650246305418719,0,0.3458712507385827
Indiranagar,18,18.900000000000002,49,0.8090692117306508,15.531735271259679,1,0.6849999999999999,2.4623115577889445,0,0.6793706716256467
Whitefield,18,45.9,46,0.7591482650415657,39.94835276333343,1,0.235,0.9808102345415779,0,0.3925878579733789
Electronic City,18,43.2,43,0.22631774124438261,26.99453317141262,1,0.2799999999999999,0.9728506787330317,0,0.17206398858406768
HSR Layout,18,26.1,44,0.4924367475171336,25.533925056926755,1,0.565,1.6236162361623616,0,0.5164313762055204
Koramangala,18,21.6,15,0.3671440020378116,17.761852828284866,1,0.6399999999999999,0.663716814159292,0,0.34951600936912275
Indiranagar,19,32.199999999999996,32,0.36352542573493696,16.052329740909048,1,0.4633333333333334,0.9638554216867471,1,0.31559377296333974
Whitefield,19,28.0,29,0.49944119361510364,24.608166178992043,1,0.5333333333333333,1.0,1,0.3696926680724957
Electronic City,19,78.39999999999999,51,0.2625877016185817,25.43951939462321,1,0.0,0.6423173803526449,1,0.14017515050929405
HSR Layout,19,60.199999999999996,25,0.8326067770226893,39.72962274533397,1,0.0,0.40849673202614384,1,0.19570777136988368
Koramangala,19,37.8,34,0.7864780146982717,20.764229895125474,1,0.37,0.8762886597938145,1,0.39953560224518403
Indiranagar,20,40.599999999999994,48,0.4688634280438747,15.91829843566534,1,0.3233333333333335,1.153846153846154,1,0.36119017441195944
Whitefield,20,58.8,23,0.8494265982366491,39.872695566160886,1,0.020000000000000018,0.38461538461538464,1,0.2706456998261653
Electronic City,20,75.6,32,0.6872144326376546,18.847397658496376,1,0.0,0.41775456919060056,1,0.14464461507936574
HSR Layout,20,61.599999999999994,23,0.8264450088594879,36.50317041044809,1,0.0,0.3674121405750799,1,0.22755327104092982
Koramangala,20,42.0,17,0.3910715623994204,26.916920708259212,1,0.30000000000000004,0.3953488372093023,1,0.24270892316418127
Indiranagar,21,61.599999999999994,19,0.714648858166417,22.03477401443817,1,0.0,0.3035143769968051,1,0.15884370316950458
Whitefield,21,47.599999999999994,52,0.38182764863222834,33.08550284221462,1,0.20666666666666678,1.0699588477366255,1,0.2164833271354384
