area,pm10,pm25,no2,ozone,aqi_index,historical_pollution_impact,mask_compliance_factor,pollution_risk_probability
Indiranagar,86.94456857652706,66.81580059454284,114.9,15.0,77.28969081077526,0.43042735490791006,0.6092020572073886,0.3136111952288865
Indiranagar,61.9164094824457,58.089781550899275,84.0,35.0,62.110835465093416,0.20340687475069355,0.43279519842311276,0.28079128102163114
Indiranagar,47.80465640352669,42.76774905689581,57.6,53.0,48.26849654381634,0.23718733598467265,0.5051791406619635,0.2422774942823046
Indiranagar,31.049213385675948,35.024588153825526,44.5,61.0,38.324599277233,0.6414676244725631,0.35106152822187014,0.43004250171257613
Indiranagar,29.0465504450222,29.227925887294685,35.8,67.0,34.265135488424534,0.7646536087680238,0.3647599219751699,0.40702849629104904
Indiranagar,32.006716201773855,31.881346093265233,30.0,70.0,35.35455329783825,0.32700635566209335,0.7391966400613386,0.19181604027608176
Indiranagar,29.841633547576773,28.52223762436174,27.7,68.0,32.701385114017725,0.2611657741208243,0.7814831935574365,0.11775987783747352
Indiranagar,41.01438821493831,35.518589352739795,28.3,63.0,38.4717522055774,0.5493564665054216,0.7180135375964054,0.23898340870098048
Indiranagar,44.22190428276013,32.9130450719835,28.4,62.0,38.31178931362144,0.5728092882776477,0.47571376099028195,0.32162415791841825
Indiranagar,31.846707019616964,34.54605472287299,27.0,66.0,35.372433995034285,0.5316874373493548,0.7536208875050412,0.28198241847796557
Indiranagar,37.97799508510995,37.61392727007339,25.2,74.0,38.87896943356234,0.3928007599422849,0.433830978790456,0.2731323436447505
Indiranagar,44.483107624200464,37.741067293238444,22.1,91.0,41.96135920455552,0.39194243584533706,0.8229375922479625,0.23472376878606754
Indiranagar,34.612109089511755,29.362108327809196,16.6,123.0,37.7484760579772,0.6275795965706745,0.6296991219719446,0.21173841952503633
Indiranagar,35.481117883702694,31.792244115885918,10.0,164.0,41.76123301146518,0.7713401800119548,0.5733263641960555,0.3157027714995006
Indiranagar,36.77562777932268,35.25839195097797,5.1,195.0,45.65604511418799,0.7621612552472439,0.8424599873798135,0.19421388930640388
Indiranagar,29.75431432910223,38.49682178226048,3.3,208.0,45.78502301163486,0.5989083538156741,0.8439249684099921,0.2605305027547574
Indiranagar,35.313230302255526,29.996352526908783,3.4,211.0,44.37251010144017,0.46338981980531496,0.8052285830422514,0.2855042346202995
Indiranagar,42.86379663730844,33.27708469754481,4.4,212.0,48.249972870210456,0.34658593739491983,0.6684109428862217,0.2611610640976504
Indiranagar,43.99464976857096,26.26501340670315,3.6,217.0,46.12440029325255,0.5699296412833617,0.6851342823518862,0.3122938503562333
Indiranagar,53.31142090726583,27.68844769930795,3.7,219.0,49.708805351902924,0.711081169334087,0.5664091497586025,0.31514880405643725
Indiranagar,38.32152387175017,30.982174815678306,12.2,205.0,46.82932708779637,0.46330561578428237,0.5710412685494635,0.2661062561930068
Indiranagar,60.69280521699724,53.11459414423751,39.7,160.0,63.39367922279418,0.2306918553053797,0.5154243856169922,0.2768855974260699
Indiranagar,75.94683243297798,67.73225725294516,75.5,100.0,74.97695263107147,0.26643889061500314,0.44013804564483566,0.31477305999007016
Indiranagar,78.31918638008068,64.83693972794464,94.9,59.0,74.31053180520207,0.4489869767552901,0.7317961942683757,0.2825351474669792
Indiranagar,59.09985950059969,56.42629179452232,82.3,57.0,62.46047456798884,0.38185448533725497,0.7086970708076907,0.25703740554182924
Indiranagar,50.2769167507027,43.61354363056479,53.4,73.0,50.50849247743673,0.4070059571595879,0.6185743380946973,0.2564762375807425
Indiranagar,45.85529046796591,38.79067614912593,30.2,88.0,44.112857600040144,0.41899111747461026,0.48551241303938564,0.23250314563471755
Indiranagar,43.29713285552132,37.4267324424394,21.5,92.0,41.459832833632156,0.3728795289649779,0.44366586360945415,0.22838175234097607
Indiranagar,47.22392712944023,36.69032889582517,18.4,94.0,41.92330969716213,0.5900738002032639,0.3544999251418336,0.2701473953022972
Indiranagar,46.657681239694135,41.2230423475826,16.9,95.0,43.36652131094128,0.40237670910012635,0.524871020842642,0.25132852036476044
Indiranagar,48.93709471147688,41.62736369194165,16.0,93.0,43.83207389021973,0.5285525804995616,0.5389412039237389,0.3404593432779066
Indiranagar,48.77941540720911,47.4699388572141,16.7,89.0,45.86180016504837,0.5877887975238746,0.5047645605409778,0.2750816083389849
Indiranagar,55.659115832774724,51.06869635868813,17.3,89.0,49.485213293307666,0.3523565688452059,0.7459749436376915,0.07463069481985318
Indiranagar,64.22917099189587,45.59284214548069,17.9,96.0,50.685888155761035,0.7939131723355313,0.8318134484013346,0.30190846323748366
Indiranagar,54.17687652818575,54.23506742580007,18.6,107.0,52.367089928775755,0.5815268223496903,0.72115998000753,0.24748659752051783
Indiranagar,58.13396275189589,44.716884416977805,17.7,122.0,51.066942592359894,0.3267512270013513,0.6837006507983481,0.2503127498412557
Indiranagar,46.92378097431731,47.21415525331322,13.8,142.0,49.92279639362049,0.5851278123862311,0.3551830418294061,0.42913944459701014
Indiranagar,47.79029292048638,36.599921462773594,8.4,165.0,47.15705646125535,0.21122711684938872,0.6260732316285977,0.15101135501607016
Indiranagar,40.376113868196654,33.72804603148296,4.4,183.0,44.78405257305218,0.6965946665060132,0.4000773455719387,0.2566262886090906
Indiranagar,43.811759083127264,37.58627406961961,3.1,191.0,47.898037352786034,0.6221400910470509,0.8126054592305174,0.3016583417989563
Indiranagar,49.754260742912706,39.29571888015659,3.2,193.0,50.58456577493645,0.4331685350216709,0.36285658903967627,0.30168045461666937
Indiranagar,49.79169393549732,42.03444915361507,4.1,193.0,51.87128784209523,0.40665691625940725,0.6230045002549824,0.2364401754595921
Indiranagar,64.4518585439621,40.58306024419725,4.5,193.0,55.76878166086753,0.2628739342573907,0.6583482407959204,0.2333725578679118
Indiranagar,53.4543039127206,34.33963283169435,5.6,189.0,49.792144306493924,0.22332575779046504,0.3617946597521671,0.2678163136937238
Indiranagar,50.83043559312226,36.33732204823521,10.8,177.0,49.64405949723076,0.44744936852960004,0.5073145502635434,0.298316426583952
Indiranagar,71.48228671113557,51.905949163229515,25.4,146.0,61.887065678632474,0.546756192394437,0.8462285606124316,0.3931149466407383
Indiranagar,71.17012213402772,52.94976379410188,44.1,106.0,61.95094215784907,0.34087225615387057,0.5476049616839493,0.2923560583942114
Indiranagar,71.0913060854877,56.626095929926045,54.1,80.0,62.797830197616726,0.5671675382341793,0.5839126739716733,0.36236473865192115
Indiranagar,61.29526969471815,53.10774650824324,47.2,81.0,57.171679511712746,0.5234317182651101,0.8535080943464108,0.16379864521230525
Indiranagar,56.22437202378746,48.80548489690582,31.6,97.0,52.40950556589857,0.6005917455895494,0.46507432273590166,0.29749863313815117
Indiranagar,49.894401076470125,44.36003782566777,19.2,108.0,47.35233545320814,0.46101738868878755,0.7011435919271533,0.21237987860310076
Indiranagar,51.753772904470175,42.83213144584049,14.5,108.0,46.35898444967725,0.3195131080792421,0.41502619300961974,0.29245650000903156
Indiranagar,37.320447863613815,40.81737436952574,13.0,105.0,40.62308410689444,0.42275516865951346,0.6944746206027146,0.27079963643989363
Indiranagar,45.44597377149167,40.79343958442816,12.7,99.0,42.39116796521876,0.5973393287188218,0.4162849531073388,0.35584029403896617
Indiranagar,45.01614049165325,42.2046277626897,13.5,90.0,42.086693252571855,0.6317602511738505,0.5907514731054311,0.29466381330174024
Indiranagar,41.512902734672906,41.88447984813819,15.4,79.0,40.187662759657144,0.4672846506802458,0.8983014036161507,0.1996051915651955
Indiranagar,43.733688762898694,47.0218893422778,16.8,73.0,42.58886236578073,0.7715839017451027,0.8603457904145495,0.3257726655272871
Indiranagar,47.767931682089426,48.48595850058235,17.3,75.0,44.68476290485977,0.6661717440264114,0.8917079340834311,0.24943027523568384
Indiranagar,55.77355181084135,50.05867489677221,17.3,83.0,48.515535501961295,0.3102621825048433,0.8992112831166454,0.2052662755445738
Indiranagar,40.793034858544466,30.862526895466313,16.1,95.0,37.30292121574986,0.6878449700394889,0.758438284675059,0.26533436194149873
Indiranagar,44.72550956702223,35.85363126439906,12.7,115.0,41.79910537586629,0.39572815495755237,0.4406314654729817,0.22730008126436627
Indiranagar,43.57048743425439,35.53374636156215,8.1,139.0,42.80464477490118,0.6709918535696566,0.494980477935145,0.39415648713226425
Indiranagar,41.82156603321441,33.521328079387025,4.6,157.0,42.57500104171914,0.4719322079558106,0.6802954427465554,0.3615004221620235
Indiranagar,35.82649667029924,34.740044347272985,3.2,166.0,41.88396673999897,0.577193613057355,0.489814689604421,0.3246713297099829
Indiranagar,43.10134926015448,31.342396928723062,2.9,169.0,42.94736354953557,0.5342054553287998,0.3054125930884228,0.29516237751676594
Indiranagar,34.57469501994931,26.247477551295823,3.5,169.0,38.47139952650312,0.7294794357677663,0.6917081040227617,0.2650800529671412
Indiranagar,39.58065814399663,29.828392919194773,3.6,168.0,41.32555461087689,0.7158743197205029,0.6015026792266442,0.3510622194509703
Indiranagar,25.272929312341887,28.677814052894426,4.6,164.0,36.37300441486033,0.4794874377191995,0.8187246978341212,0.14782479413654684
Indiranagar,37.85352537425616,24.979963082951095,9.7,152.0,38.48804284545729,0.3232817975057052,0.7589990230837127,0.18850584924693187
Indiranagar,43.91486550134816,30.639794200233993,24.3,125.0,42.790377330498046,0.6981638315475623,0.5613396416616336,0.22042598613444772
Indiranagar,44.37474234347548,35.85606027734978,43.0,89.0,45.15484681398256,0.5561600863553933,0.3440174741589278,0.3075851872723913
Indiranagar,51.364184531595015,40.08486381437982,53.2,66.0,48.683200885230434,0.5447887323174742,0.8639468691245373,0.3162089619208133
Indiranagar,42.66351454700266,31.360661825241046,46.8,66.0,41.30331909419722,0.5953667278597172,0.7535516544323351,0.2352120576410712
Indiranagar,27.819745141119423,27.448815172021504,31.9,77.0,33.40544961114443,0.47524583224207423,0.3086554386021226,0.32301070872802634
Indiranagar,21.122640110456175,27.443580292566338,20.3,85.0,29.874224150163393,0.31644492316489814,0.6274550226408624,0.23906845226308515
Indiranagar,27.51386057705497,18.48316161135172,16.8,84.0,27.407422817657178,0.6186654052854914,0.8034696390416405,0.19676059180918382
Indiranagar,26.602172939946897,20.460398904315944,16.7,79.0,27.40481144371045,0.780185247076471,0.7708995349268188,0.41614396491792427
Indiranagar,22.375157370991513,20.651458623679773,17.2,75.0,25.913130660769365,0.7644690974514701,0.8181699432739706,0.3436856278035992
Indiranagar,35.120604925654625,22.20815757354221,17.9,70.0,29.999444507113267,0.6462393790530816,0.8694288342188856,0.26997878693283867
Indiranagar,37.72661875619246,27.958692461076733,19.4,65.0,32.88146261128843,0.4421212299244223,0.4364914207129877,0.3026568273993142
Indiranagar,38.25526130698673,27.026519532610834,20.5,64.0,32.78718620514036,0.5466399294077713,0.8070140416019973,0.18950209155989123
Indiranagar,45.84275437572329,35.43439278888323,21.4,69.0,39.10658342827028,0.7035392954637774,0.7286832093945841,0.3591345619073141
Indiranagar,43.728876169848924,36.76408275458404,21.9,78.0,40.0042959527883,0.7103714375707859,0.6899852871552961,0.3270355589913806
Indiranagar,42.892269874611195,25.305903325994713,20.5,92.0,36.29004229278125,0.7239551694057105,0.7206966616458804,0.22954200022325244
Indiranagar,38.1798255474281,21.21059378338342,15.6,114.0,34.458185177581804,0.6547023041418765,0.4255936140146921,0.3145594667159186
Indiranagar,35.39582482545882,24.70969670859679,8.8,140.0,36.26262613107636,0.5177842386698404,0.8550557894600963,0.23975404919837756
Indiranagar,33.31335677322317,24.414997219146365,3.8,159.0,36.4200059196255,0.37357112176470453,0.31909624540063486,0.3901593914568523
Indiranagar,35.34125289118619,23.34892160648187,2.3,166.0,37.00194450994861,0.7252997987390362,0.8645049286475293,0.24072047579147546
Indiranagar,36.75091633458368,28.506116698634987,2.6,167.0,39.647721579829096,0.31800590168642784,0.5921586737386413,0.20645478862568234
Indiranagar,29.144244717144723,24.85211356074081,3.4,165.0,35.86411883943974,0.25896198494515676,0.8497699472516849,0.13120862460030353
Indiranagar,53.964924385771376,31.10151123601656,3.4,164.0,45.710081810138036,0.5428593481308179,0.8849414092377224,0.20216779707490107
Indiranagar,41.24497441750913,25.820330638527594,3.8,162.0,39.661624580663776,0.6485227656240451,0.3509413010384979,0.23494736526683013
Indiranagar,21.200399285118017,23.433168758710497,7.2,152.0,32.373387289019604,0.725314405961502,0.6833612326782245,0.35972462650767806
Indiranagar,40.4453582774176,31.212791179047844,17.2,129.0,40.958723954844416,0.6968219366504643,0.5598290570888831,0.17976693770436405
Indiranagar,37.734898810930346,32.99028834176061,30.3,99.0,40.47658497998335,0.23802421778533975,0.5754884820503123,0.13568809766432383
Indiranagar,39.73980187708252,28.699142349680308,38.0,78.0,38.801597502996884,0.570711061276777,0.4970325938101414,0.32742323797009304
Indiranagar,31.36208123953552,27.30614150210311,35.4,75.0,34.911080972701896,0.32411436273264016,0.5982295518226598,0.2285833016788048
Indiranagar,36.75885231205961,28.148751356520474,27.6,81.0,35.90715623622607,0.6543531679443202,0.6404156337302382,0.3260298822197527
Indiranagar,21.781248525510655,22.52362923534206,21.3,85.0,28.30382625179002,0.7010158942717348,0.6895402802323554,0.3718247005027049
Indiranagar,24.32084675574987,28.29161319596779,19.1,82.0,30.632899305112076,0.3852166901960552,0.7113328719601484,0.25258312467368554
Indiranagar,37.47819958935313,26.966870941695632,18.3,77.0,33.3902082534842,0.7471567261674346,0.8531669711154639,0.2650694002074983
Indiranagar,33.933465808099015,26.90097428181526,18.3,71.0,31.70042945515581,0.5656507884377229,0.32337402706465557,0.2933416251876056
Indiranagar,37.51168066297346,28.110159915062653,19.0,65.0,32.797568164917095,0.3957697582610441,0.4675793153736615,0.28812153595500534
Indiranagar,29.281904288361176,28.197763495313325,20.4,59.0,30.04367668463368,0.7453786878972677,0.31829942532017164,0.3348050201396741
Indiranagar,39.5235269330731,29.353833868312698,21.4,54.0,33.27859162724701,0.5852428510477152,0.6486467423532503,0.29972467803958147
Indiranagar,59.75447779215885,46.70469155078618,11.266042506295728,80.73263996228295,46.934692455449564,0.2191959171117576,0.44245084489664743,0.2557793396676429
Indiranagar,109.64201076480748,23.602843079765872,49.23040229102273,92.80823306745236,61.460644226298385,0.4979447749689346,0.3083728789911018,0.3198140444876893
Indiranagar,61.702921961085366,40.54503458618389,59.206978599331066,38.79441532431417,50.449727675096796,0.29733510873760904,0.6597362942590045,0.19286746684120146
Indiranagar,46.86797828992885,74.16637652178092,52.12167817898945,52.295026840249086,59.38078241551382,0.4475504388126186,0.774093857402472,0.24349150839077244
Indiranagar,64.23145781052433,65.63754449264445,55.13853603480883,96.21957082593933,66.17411942977078,0.5890005716462849,0.38453517565741674,0.36943193034278193
Indiranagar,117.49003525448077,38.63957743111716,59.942259038516205,79.20728884025246,70.6120222405196,0.48725543644160646,0.5934813526288776,0.42071928703853423
Indiranagar,60.05635094177311,55.09560638485014,19.871331092355327,53.11855005072984,49.34126906001604,0.6722669014894618,0.3979035748520914,0.3494844824919694
Indiranagar,45.02292895580527,66.26454838608072,10.761098721045645,68.9933695669541,49.064254742078404,0.40120243479110995,0.5999590185300528,0.23678907646926323
Indiranagar,85.93114768928675,21.01146951912335,23.658668674043277,63.541795090681994,45.269845358312224,0.2503270331968915,0.4153012647017105,0.3099929611879468
Indiranagar,55.57501670819662,24.715223945799494,54.96260198099881,80.64977106755354,45.616092093733904,0.6193726996827865,0.6277526502548079,0.29213234705815816
Indiranagar,95.14748076252081,27.068603563758913,59.075792370463596,94.1996425262468,60.606808380977206,0.7913133115538022,0.5248317409519976,0.39098018946263297
Indiranagar,78.93485723216813,37.86475103751565,57.68455361140575,33.14750957105406,53.67801926404325,0.7352786648766663,0.3453919412469445,0.38323219748294673
Indiranagar,90.73536332312648,50.71882444817941,33.542185246607154,93.52696767638109,63.569272593169245,0.4350476388149561,0.4169521208874244,0.29455695064900994
Indiranagar,75.63588755669277,63.72865131983108,51.750894039078695,55.255108652454574,64.05791646800145,0.7002401193852725,0.8485903751816266,0.2368127564632112
Indiranagar,78.56536874086584,74.14446859339463,35.859854894738206,94.66373994043839,69.86574303260907,0.314991859889763,0.7829128026183525,0.19122884935808154
Indiranagar,40.97305012631907,50.39077260143502,29.283056467251086,84.82521501910405,46.787356873830355,0.48738012466939346,0.37127463007177275,0.32069955715431425
Indiranagar,56.47591229750174,43.94796783868797,17.28576781773189,73.8766935666272,45.36678374493481,0.6179319159915153,0.7486266413514397,0.2300885183742381
Indiranagar,70.3371000195562,56.69235777582437,52.26872361992589,29.5831842364408,57.19013626382587,0.2515209677600499,0.6412572221715107,0.1810279528152769
Indiranagar,109.30052119384385,36.086337071230496,43.24627620861216,98.21328426675728,65.69527485504352,0.22084269091910072,0.5695574782911643,0.23992471902414775
Indiranagar,52.509191194044554,36.78513042222803,34.65285706642665,28.73816961916793,40.2711979023067,0.760443960101086,0.5727803010763821,0.28172483507899304
Indiranagar,91.82208293655935,73.41620997092767,18.660341058931607,40.997157275624986,64.7448928086877,0.7590293260087431,0.374370810569656,0.5534679480773262
Indiranagar,50.25138937509208,25.440667115073996,42.80434421781013,51.852731864427774,38.997825688562024,0.33993211226135345,0.6475641411464259,0.17599956831358107
Indiranagar,60.43744206619465,70.45010044446632,22.090184564202172,31.100211168779346,53.839330827363284,0.41416499486479175,0.8566780609898583,0.09901904167651548
Indiranagar,95.97211898168084,63.891735934876685,24.360639745087322,88.5185004713449,68.07230806460689,0.6169669475690552,0.7044648315936788,0.2562984288638367
Indiranagar,57.737022385975514,37.45554934348151,33.66957055605671,93.26711600193575,48.363952164590174,0.2730212629447658,0.3858540791360325,0.2654124773691237
Indiranagar,85.68143210337101,25.06951949691964,49.324048289210104,55.56639873155262,51.15368696077645,0.48760146207479893,0.4285300193422077,0.28870523212786475
Indiranagar,50.49516865919041,44.34837659633399,20.232636044114024,87.77087278955943,45.711515724069464,0.6287937927008453,0.8242829773670448,0.2735302266194012
Indiranagar,101.54055819965771,77.90255190520729,21.578352188517393,64.15826333519168,72.35468499320287,0.2857565644041684,0.7713468903794622,0.21207182540401406
Indiranagar,78.68152235122722,63.721316292341704,14.694767035500725,95.92039425769346,61.62397605517434,0.4584203774927851,0.7353484172190978,0.2607307362656479
Indiranagar,107.29999807492206,24.70979616263599,58.02284183316583,26.198472220085954,56.29833347617277,0.4738672977788642,0.8587407199177814,0.17413299513061148
Indiranagar,125.83866343604876,59.16997344818166,49.300662140939416,74.85209027504901,78.76492986578006,0.705080726500664,0.6165229991199938,0.4095046583747069
Indiranagar,96.3613849269088,17.51137300874305,30.626299322745666,74.42053522985636,49.480278069104635,0.2155198784768144,0.48425770665916934,0.24045740617255512
Indiranagar,77.31358341839942,78.38489919511613,14.908137517701483,49.813054799588116,62.51096768706539,0.5125062562296776,0.57466124536659,0.23052602251387522
Indiranagar,111.92971645510167,44.004760702492135,36.05317391268094,83.53586245558526,66.74504024562208,0.5405312195044687,0.5304680019884281,0.4096581722367176
Indiranagar,87.15876126163275,60.17305088067108,49.46510559216573,29.718888631348477,63.081758712326256,0.3389899092705321,0.8125135691040668,0.22136470916000237
Indiranagar,45.69155305799138,54.62229269517668,55.88381189718474,75.01775674826695,54.23492104973173,0.7997174116404306,0.8989585287055841,0.26138484246974014
Indiranagar,83.62792869493597,63.80480653738436,52.12994298463107,21.90970944768699,63.22726076512945,0.27548806839211615,0.5960319175469097,0.3224578239650749
Indiranagar,67.44769184434172,22.579517001897614,56.48112905519067,47.63773764426291,45.32611392952599,0.5863920308414319,0.5094834224946352,0.3017859085226238
Indiranagar,107.55926163723821,67.73006017220433,15.160823270979726,55.74785426553768,67.96675264080291,0.4265451195222163,0.5919085535879165,0.2732974954718603
Indiranagar,103.99169903719925,36.52238261878467,50.663106525000664,90.73721614189695,65.01280567786348,0.5184403990028547,0.6972968063447991,0.3633051713690131
Indiranagar,116.44419659314184,33.260156901587585,34.96888780184975,44.100630583137786,59.641162357261315,0.5958163374357861,0.3851265919761084,0.36723385459600316
Indiranagar,77.84238398665707,50.77009347020925,43.61058436827298,69.52342645454529,59.33521210318995,0.6963645063787876,0.5857478985512672,0.3225826993714884
Indiranagar,75.81310337203085,42.14617978460661,40.195438134209084,41.46467484837488,51.787958037131204,0.7980846109203568,0.3473365523260596,0.40695545755874796
Indiranagar,86.4295343961989,35.00904132855747,20.874569464826966,63.77708358405816,50.48509910165387,0.20786446356865743,0.5362367064035624,0.1863265078105386
Indiranagar,40.32595384182208,48.90723216182302,29.238642058409944,37.66101398698635,41.27450882765646,0.2573265341131461,0.6541943717349259,0.17406762492205044
Indiranagar,66.83595301569693,19.67765377270766,20.171479134906704,20.407533141273557,33.99689655490084,0.20177614744388422,0.8955217815693797,0.08199835416982901
Indiranagar,100.99396711050153,17.168458481736053,19.691092798315527,67.96605748878572,47.90039783438655,0.3122951308258554,0.749165534935718,0.2224951889163087
Whitefield,42.369757049359784,34.50069443463367,25.3,47.0,36.27120488866141,0.27010442577492283,0.7793798793634648,0.06213410906880923
Whitefield,50.841222158883745,41.412423185763934,27.1,48.0,42.037335921970694,0.6756656334050268,0.5618617606218042,0.37949051424400626
Whitefield,61.21617307709463,57.25883310541631,29.2,51.0,52.20838516529492,0.4105393684744285,0.38726426442057266,0.3278606260695862
Whitefield,50.89657702072829,42.288080758493976,28.3,63.0,44.14420540961608,0.5325578807964896,0.5517551851740399,0.36766385269874113
Whitefield,19.923129612026074,22.847419076480648,21.5,93.0,28.715906514200082,0.22405459989678483,0.5809072360205879,0.11455773289721738
Whitefield,38.89973942692121,27.797877641538243,11.6,133.0,38.40907288469166,0.3410721806940544,0.8751980439868143,0.23437049343820684
Whitefield,41.34409524443717,27.86493699006147,4.4,165.0,40.92920336935573,0.21537026234940485,0.8032606574627985,0.1534707516833061
Whitefield,37.70125318314648,32.51278407258806,2.2,181.0,42.85548958397917,0.7852982593171665,0.32406379550843184,0.41892748426806703
Whitefield,29.258363187913194,29.553511185171363,2.6,188.0,39.9189134304425,0.23296000221153168,0.47961164604470685,0.17921582586090257
Whitefield,35.62615846176628,25.284852117551036,3.8,191.0,40.6617883855503,0.6117488422024275,0.4577454482547002,0.3781510328451491
Whitefield,32.14498942319197,26.46544929675514,1.6,194.0,39.94967654565965,0.6341327287536855,0.7585503168118706,0.284179954398521
Whitefield,30.984216267421612,28.543817585364792,0.2,192.0,39.952791914372405,0.4988212977973343,0.7378937955192555,0.3245272713148693
Whitefield,28.78906297218286,28.693035663351935,10.8,174.0,39.67393315699564,0.6528802036638344,0.7785849484005192,0.3728943375085391
Whitefield,45.79574765237775,38.61823303202743,47.8,125.0,51.2460175085243,0.44789832803973906,0.4047884192388854,0.32658650022172797
Whitefield,52.90766851575794,49.84106401738125,96.8,60.0,61.168726161679885,0.44044557049637606,0.7237764766433696,0.34828111396290795
Whitefield,74.78950420302438,60.792820356470244,125.5,17.0,73.55397940349542,0.2571613201562233,0.7363962570407014,0.21723412614008558
Whitefield,74.34472351699397,73.50185450085021,114.9,15.0,76.18415885543828,0.21918912519515055,0.528110261948189,0.1860326689585517
Whitefield,56.11470164352094,57.71843674499628,84.0,35.0,60.22178519105479,0.7818095335541924,0.420664563701974,0.43074317186551786
Whitefield,51.847413236829524,47.001020715716166,57.6,53.0,51.17463225733533,0.6154425963260766,0.7346169094252835,0.3582302251749061
Whitefield,35.16722268923717,33.75775785807469,44.5,61.0,39.05326995000103,0.3938283486283393,0.31171603152127997,0.25674150357502223
Whitefield,37.24291764010408,32.53556778896098,35.8,67.0,38.04710240761562,0.6422045506795251,0.3827563690841689,0.3586340741764673
Whitefield,35.25847947359026,31.206236768108745,30.0,70.0,36.06003854932058,0.3781456504601767,0.46006169303985456,0.32238167221055214
Whitefield,29.436871857379742,29.63699349970976,27.7,68.0,33.025858957097824,0.23390835130976614,0.6606163746448859,0.21708797213725678
Whitefield,33.54843840396685,32.05826518998279,28.3,63.0,34.84783759718317,0.2724666859463184,0.6994351138136479,0.21602245721468255
Whitefield,34.84277933941235,32.5209885217932,28.4,62.0,35.34122921054099,0.3667091369147849,0.3317850047698301,0.33553112549327896
Whitefield,38.94806796649843,34.312556584564945,27.0,66.0,37.40944302377551,0.511102113346285,0.534955221623739,0.21196555008680523
Whitefield,39.2434793073207,38.838263419678036,25.2,74.0,39.74834916006742,0.32441283438693214,0.8641929487788955,0.21761403649432284
Whitefield,40.46138743742988,35.32978110688542,22.1,91.0,39.79032867398313,0.49541949713868544,0.6652954525317456,0.287630079572224
Whitefield,34.12478240860523,27.777815305822216,16.6,123.0,36.968560844910456,0.6504944237411179,0.3068010334458764,0.3720469537071817
Whitefield,39.19096605076217,32.4746632845614,10.0,164.0,43.14715512905322,0.23818553982734209,0.6184267944999877,0.25544667068151006
Whitefield,46.467693374244135,30.53151246190794,5.1,195.0,46.67291299703642,0.32858725031812375,0.439649793638374,0.28802054564266966
Whitefield,43.01887208811071,37.836641507619646,3.3,208.0,49.500318229481074,0.48016580326270897,0.47372163057834205,0.35141364116106033
Whitefield,39.59626916522407,31.87213105009614,3.4,211.0,46.40773316960568,0.4762415219724431,0.5889099365450929,0.14518436051367964
Whitefield,49.56020443038102,32.86887111769337,4.4,212.0,50.09560977619165,0.36251173214803434,0.45712326040517204,0.25956869021612394
Whitefield,36.814586952762546,29.955141272448156,3.6,217.0,45.44643259480803,0.6893794293119939,0.811696328337433,0.29509719208570884
Whitefield,45.09075074738206,32.32866032612896,3.7,219.0,49.098689354666206,0.5605338708208273,0.5477254543653691,0.36424305639719473
Whitefield,38.255282558388636,28.43290768668581,12.2,205.0,45.78974784219092,0.21898584334267965,0.8520202836773754,0.1973514287788081
